chair_id,row_index,wood_product,furniture_wooden,waste_wood,transport,electricity,climate change - global warming potential (GWP100) (kg CO2-Eq),climate change - global temperature change potential (GTP100) (kg CO2-Eq),climate change - global temperature change potential (GTP20) (kg CO2-Eq),climate change - global warming potential (GWP20) (kg CO2-Eq)
Chair_Chair_generation_2,1,3.78,4.5360000000000005,0.7560000000000002,0.378,1.89,10.634350159178247,9.417832736901625,12.561063756415349,13.431120793265878
Chair_Chair_generation_3,2,3.78,4.5360000000000005,0.7560000000000002,0.378,1.89,10.634350159178247,9.417832736901625,12.561063756415349,13.431120793265878
Chair_Chair_generation_4,3,3.78,4.5360000000000005,0.7560000000000002,0.378,1.89,10.634350159178247,9.417832736901625,12.561063756415349,13.431120793265878
