chair_id,row_index,wood_product,furniture_wooden,waste_wood,transport,electricity,climate change - global warming potential (GWP100) (kg CO2-Eq),climate change - global temperature change potential (GTP100) (kg CO2-Eq),climate change - global temperature change potential (GTP20) (kg CO2-Eq),climate change - global warming potential (GWP20) (kg CO2-Eq)
Chair_001,1,2.975,3.2725000000000004,0.14875,0.2975,1.4875,8.369627440093991,7.412183172561464,9.886022400882451,10.570789513218514
Chair_002,2,3.48,3.828,0.174,0.348,1.74,9.790354114799023,8.670385694290385,11.564153934477623,12.365158825546363
Chair_Chair_generation_2,3,3.78,4.158,0.189,0.378,1.89,10.634350159178247,9.417832736901625,12.561063756415349,13.431120793265878
Chair_Chair_generation_3,4,3.78,4.158,0.189,0.378,1.89,10.634350159178247,9.417832736901625,12.561063756415349,13.431120793265878
Chair_Chair_generation_4,5,3.78,4.158,0.189,0.378,1.89,10.634350159178247,9.417832736901625,12.561063756415349,13.431120793265878
